,name,co_type,co_hq,No_employee,ratings,reviews,year_old
1775,TriGeo Technolog...,Private,"Hyderabad/Secunderabad,Telangana + 3 more",11-50 Employees (India),3.0,274,26 years old
1776,Federal mogul Go...,Public,"Gurgaon/Gurugram,Haryana + 20 more",1k-5k Employees (India),4.1,274,68 years old
1777,Vimta Labs,Public,"Hyderabad/Secunderabad,Telangana + 21 more",1k-5k Employees (India),3.7,274,38 years old
1778,Deloitte Digital,Private,"New York,New York + 16 more",10k-50k Employees (India),3.8,274,5 years old
1779,Fractal Analytic...,Private,"New York City,New York + 7 more",1k-5k Employees (India),4.2,274,22 years old
1780,Allied Blenders ...,Private,"Mumbai,Maharashtra + 51 more",501-1k Employees (India),4.1,273,36 years old
1781,Vedang Cellular ...,Mumbai + 45 more,12 years old,,4.1,273,501-1k Employees (India)
1782,Ryan Internation...,Public,"Mumbai,Maharashtra + 37 more",1 Lakh+ Employees (India),3.8,273,30 years old
1783,Teleysia Network...,Private,"Ahmedabad,Gujarat + 26 more",201-500 Employees (India),3.5,273,14 years old
1784,Talentpro,Private,"Chennai,Tamil Nadu + 63 more",501-1k Employees (India),4.1,273,22 years old
1785,Autoliv,Private,"Klarabergsviadukten 70,Stockholm + 11 more",1k-5k Employees (India),4.0,273,69 years old
1786,Essar Projects I...,Public,Mumbai + 31 more,5k-10k Employees (India),4.1,273,53 years old
1787,UnitedLex,Private,"New York,New York + 2 more",501-1k Employees (India),3.7,273,16 years old
1788,Rockwell Automat...,Private,"Milwaukee,Wisconsin + 15 more",1k-5k Employees (India),4.0,345,119 years old
1789,Aquasub Engineer...,Private,"Bangalore/Bengaluru,Karnataka + 8 more",5k-10k Employees (India),4.1,272,39 years old
1790,SIS Prosegur Hol...,Private,"Patna,Bihar + 53 more",10k-50k Employees (India),3.9,272,27 years old
1791,iNurture Educati...,Private,"Bangalore,Karnataka + 32 more",501-1k Employees (India),3.4,272,17 years old
1792,DHL Global Forwa...,Private,Bonn + 16 more,1k-5k Employees (India),4.2,2k,207 years old
1793,Minda Furukawa E...,Private,"Rewari,Haryana + 11 more",201-500 Employees (India),4.1,271,15 years old
1794,Sulzer,Private,"Winterthur,Winterthur + 13 more",501-1k Employees (India),3.9,271,188 years old
1795,Hyundai Engineer...,Abu Dhabi + 22 more,501-1k Employees (India),,4.3,271,
1796,SABIC,Private,Riyadh + 16 more,1k-5k Employees (India),4.3,271,46 years old
1797,Kokilaben Dhirub...,Private,"Mumbai,Maharashtra + 10 more",1k-5k Employees (India),3.9,271,13 years old
1798,MAYORA,Private,"Hyderabad,Telangana + 51 more",1k-5k Employees (India),3.7,271,14 years old
1799,Dodla Dairy,Private,"Hyderabad/Secunderabad,Telangana + 37 more",1k-5k Employees (India),4.3,271,27 years old
1800,Uppcl,Public,"Lucknow,Uttar Pradesh + 62 more",10k-50k Employees (India),4.1,270,23 years old
1801,Vaco Binary Sema...,Private,"Gurgaon/Gurugram,Haryana + 15 more",1k-5k Employees (India),3.8,270,6 years old
1802,Evelyn Learning ...,Private,"Delhi/NCR,New Delhi + 9 more",201-500 Employees (India),3.9,270,9 years old
1803,Bharat Biotech I...,Private,Hyderabad + 21 more,1k-5k Employees (India),3.1,270,26 years old
1804,Sudarshan Chemic...,Public,"Pune,Maharashtra + 17 more",501-1k Employees (India),3.7,270,71 years old
1805,Diffusion Engine...,Private,"Nagpur,Maharashtra + 28 more",201-500 Employees (India),4.5,270,39 years old
1806,UCAL Fuel System...,Public,"Chennai,Tamil Nadu + 14 more",501-1k Employees (India),4.0,270,37 years old
1807,IFB Industries,Bengaluru/Bangalore + 55 more,10k-50k Employees (India),,3.7,270,
1808,Wonderla Holiday...,Public,"Bangalore/Bengaluru,Karnataka + 12 more",201-500 Employees (India),4.7,270,22 years old
1809,Prince Pipes & F...,Public,"Mumbai,Maharashtra + 33 more",1k-5k Employees (India),4.2,270,35 years old
1810,Blue Yonder,Private,"Scottsdale,Arizona + 8 more",1k-5k Employees (India),4.3,270,37 years old
1811,Universal Sompo ...,Private,"Mumbai,Maharashtra + 65 more",1k-5k Employees (India),3.7,269,15 years old
1812,HRH Next Service...,Private,"Hyderabad/Secunderabad,Telangana + 5 more",51-200 Employees (India),3.3,269,15 years old
1813,Polaris Consulti...,Private,"Chennai,Tamil Nadu + 15 more",1k-5k Employees (India),3.7,269,29 years old
1814,Heidelberg Cemen...,Private,"Gurgaon/Gurugram,Haryana + 45 more",1k-5k Employees (India),4.0,268,16 years old
1815,Prism Cement,Private,Mumbai + 38 more,201-500 Employees (India),4.0,268,25 years old
1816,Amri Hospital,Private,"Kolkata,West Bengal + 8 more",10k-50k Employees (India),4.1,268,26 years old
1817,Accolite Digital,Private,"Dallas,Texas + 9 more",1k-5k Employees (India),4.0,268,15 years old
1818,Advantmed,Private,"Santa Ana,California + 4 more",501-1k Employees (India),3.8,268,17 years old
1819,M.J Global,Public,Noida + 6 more,201-500 Employees (India),4.5,268,42 years old
1820,PK,Private,"Beaverton,Oregon + 4 more",1k-5k Employees (India),3.8,267,18 years old
1821,Portea Medical,Private,"Bangalore,Karnataka + 18 more",501-1k Employees (India),3.8,267,9 years old
1822,Value Point Syst...,Private,Bangalore + 33 more,1k-5k Employees (India),3.7,267,31 years old
1823,Delta Electronic...,Private,"Gurgaon/Gurugram,Haryana + 31 more",501-1k Employees (India),3.9,267,30 years old
1824,Allianz Services,Private,"Munich,Bavaria + 3 more",,4.3,267,501-1k Employees (India)
1825,Silverlink Techn...,Private,"Mumbai,Maharashtra + 13 more",201-500 Employees (India),4.4,266,19 years old
1826,Andritz,Private,"Graz,Steiermark + 10 more",1k-5k Employees (India),3.8,266,26 years old
1827,Greenlam Industr...,Public,"Delhi/NCR,Delhi + 41 more",1k-5k Employees (India),4.0,266,9 years old
1828,Sasken,Public,"Bangalore/Bengaluru,Karnataka + 8 more",1k-5k Employees (India),4.0,266,33 years old
1829,Andritz,Private,"Graz,Steiermark + 10 more",1k-5k Employees (India),3.8,266,26 years old
1830,Sasken,Public,"Bangalore/Bengaluru,Karnataka + 8 more",1k-5k Employees (India),4.0,266,33 years old
1831,Ola Electric Mob...,Private,"Bangalore,Karnataka + 26 more",1k-5k Employees (India),3.2,266,5 years old
1832,Elecon Engineeri...,Public,Gujrat + 19 more,1k-5k Employees (India),4.1,266,71 years old
1833,Reshamandi,Private,"Bangalore,Karnataka + 22 more",201-500 Employees (India),4.5,266,2 years old
1834,JSW Group,Private,Mumbai + 46 more,10k-50k Employees (India),3.9,4.2k,40 years old
1835,Indofil Industri...,Private,"Mumbai,Maharashtra + 35 more",1k-5k Employees (India),4.4,265,29 years old
1836,Vasan Eye Care H...,Private,"Chennai,Tamil Nadu + 62 more",5k-10k Employees (India),4.0,265,20 years old
1837,Kharafi National,Private,Cairo + 16 more,201-500 Employees (India),4.0,265,46 years old
1838,Prama Hikvision ...,Private,Hangzhou + 35 more,201-500 Employees (India),3.4,265,13 years old
1839,Emaar MGF,Public,"Delhi/NCR,New Delhi + 13 more",501-1k Employees (India),3.9,265,17 years old
1840,Lido Learning,"Mumbai,Maharashtra + 16 more",3 years old,,2.1,265,201-500 Employees (India)
1841,Ricoh,Public,"Ota City,Tokyo + 41 more",1-10 Employees (India),4.3,282,86 years old
1842,S P Singla Const...,Private,"Panchkula,Haryana + 44 more",501-1k Employees (India),4.0,264,26 years old
1843,Miles Education ...,Private,"Bengaluru/Bangalore,Karnataka + 13 more",501-1k Employees (India),4.5,264,11 years old
1844,Christian Medica...,Private,"Vellore,Tamil Nadu + 20 more",5k-10k Employees (India),4.3,264,122 years old
1845,DB Schenker,Private,Essen + 24 more,1k-5k Employees (India),4.3,264,32 years old
1846,Flamingo Pharmac...,Public,Mumbai + 6 more,501-1k Employees (India),3.2,264,37 years old
1847,Religare Securit...,Private,"Delhi/NCR,Delhi + 64 more",1k-5k Employees (India),3.7,264,36 years old
1848,Grindwell Norton,Public,"Mumbai,Maharashtra + 25 more",501-1k Employees (India),4.0,264,81 years old
1849,Systra Consultin...,Private,"Faridabad,Haryana + 24 more",1k-5k Employees (India),4.2,264,65 years old
1850,Nissan,Private,"Yokohama-shi,Kanagawa + 59 more",10k-50k Employees (India),4.1,268,89 years old
1851,Powerweave,Private,"Mumbai,Maharashtra + 3 more",501-1k Employees (India),3.7,263,21 years old
1852,Reliance Life Sc...,Private,"Mumbai,Maharashtra + 25 more",1k-5k Employees (India),3.5,263,21 years old
1853,Sandoz,Private,Holzkirchen + 16 more,1k-5k Employees (India),4.4,263,136 years old
1854,Kissht Finance,Private,"Mumbai,Maharashtra + 45 more",51-200 Employees (India),4.0,263,7 years old
1855,Pinnacle Infote...,"Houston,Texas + 9 more",30 years old,,3.4,263,1k-5k Employees (India)
1856,CRYSTAL CROP PRO...,Public,"Delhi/NCR,New Delhi + 47 more",1k-5k Employees (India),4.2,262,42 years old
1857,Hewlett Packard ...,Bengaluru/Bangalore + 6 more,,,4.3,262,
1858,Artemis Health I...,Public,"Gurgaon/Gurugram,Haryana + 9 more",1k-5k Employees (India),4.5,262,15 years old
1859,McKinsey & Compa...,Private,Chennai + 8 more,1k-5k Employees (India),4.4,334,96 years old
1860,Xyz Company,Mumbai + 52 more,50k-1 Lakh Employees (India),,3.6,261,
1861,Ministry Of Heal...,Public,"Delhi/NCR,Delhi + 37 more",1 Lakh+ Employees (India),4.4,261,46 years old
1862,Arvato,Private,Gütersloh + 9 more,201-500 Employees (India),3.6,261,26 years old
1863,Nlb Services,Private,"Alpharetta,Georgia + 14 more",501-1k Employees (India),3.8,261,15 years old
1864,McCain Foods,Private,Toronto + 43 more,10k-50k Employees (India),4.4,261,26 years old
1865,The Park Hotels,Private,"Kolkata,West Bengal + 19 more",1k-5k Employees (India),4.2,261,55 years old
1866,Bussan Auto Fina...,Private,New Delhi + 42 more,201-500 Employees (India),4.3,261,88 years old
1867,Mars Internation...,Private,McLean + 49 more,1k-5k Employees (India),4.2,261,28 years old
1868,Acuity Knowledge...,London + 7 more,20 years old,,3.7,261,1k-5k Employees (India)
1869,ASG Eye Hospital,Private,Jodhpur + 43 more,501-1k Employees (India),3.8,261,17 years old
1870,Rungta Mines,Public,"Singhbum,Jharkhand + 11 more",1k-5k Employees (India),4.0,260,60 years old
1871,Khadims,Public,"Kolkata,West Bengal + 41 more",1k-5k Employees (India),4.0,259,57 years old
1872,Agrostar,"Pune,Maharashtra + 21 more",9 years old,,4.3,259,1k-5k Employees (India)
1873,SPML Infra,Public,"Delhi/NCR,Delhi + 37 more",501-1k Employees (India),3.6,259,41 years old
1874,Eversendai,Private,"Selangor Darul Ehsan,Selangor Darul Ehsan + 12 more",201-500 Employees (India),3.7,259,38 years old
1875,IDBI Intech,Private,"Navi Mumbai,Maharashtra + 19 more",1k-5k Employees (India),3.9,259,22 years old
1876,Vara United,Private,Mumbai + 30 more,1k-5k Employees (India),3.8,259,8 years old
1877,Chaayos,Private,"Delhi,NCT + 15 more",1k-5k Employees (India),3.9,258,10 years old
1878,Tribhovandas Bhi...,Public,"Mumbai,Maharashtra + 31 more",1k-5k Employees (India),4.1,258,158 years old
1879,Venus Remedies,Public,"Panchkula,Haryana + 27 more",501-1k Employees (India),4.3,258,33 years old
1880,Legrand,Private,"Limoges,Limoges + 38 more",1k-5k Employees (India),3.9,464,162 years old
1881,Shriram Housing ...,Public,"Mumbai,Maharashtra + 80 more",501-1k Employees (India),3.8,257,12 years old
1882,Mazagon Dock,Private,"Mumbai,Maharashtra + 3 more",1k-5k Employees (India),4.2,257,88 years old
1883,Voyants Solution...,Private,Gurgaon + 42 more,501-1k Employees (India),3.9,257,18 years old
1884,VGN Projects Est...,Private,"Chennai,Tamil Nadu + 2 more",1k-5k Employees (India),4.3,257,80 years old
1885,HEISCO,Private,Safat + 18 more,201-500 Employees (India),4.0,257,48 years old
1886,Progressive Info...,Private,"Delhi/NCR,Delhi + 46 more",1k-5k Employees (India),4.3,257,21 years old
1887,Practo,Private,"Bangalore,Karnataka + 17 more",1k-5k Employees (India),3.3,257,14 years old
1888,Safari Industrie...,Public,"Mumbai,Maharashtra + 48 more",201-500 Employees (India),4.1,256,48 years old
1889,Safari Industrie...,Public,"Mumbai,Maharashtra + 48 more",201-500 Employees (India),4.1,256,48 years old
1890,RSWM,Public,Noida + 25 more,10k-50k Employees (India),4.4,256,61 years old
1891,BLK Super Specia...,Private,"Delhi/NCR,New Delhi + 3 more",501-1k Employees (India),4.1,256,63 years old
1892,Aloha Technology,Private,"Pune,Maharashtra + 7 more",501-1k Employees (India),4.0,256,19 years old
1893,Diya Systems,Private,"Mangaluru/Mangalore,Karnataka + 5 more",1k-5k Employees (India),3.8,256,20 years old
1894,Matrix Business ...,Private,"Chennai,Tamil Nadu + 21 more",1k-5k Employees (India),3.7,256,19 years old
1895,Simplilearn,Private,"San Francisco,California + 2 more",1k-5k Employees (India),3.5,256,13 years old
1896,Honda Logistics,Private,"Alwar,Rajasthan + 21 more",201-500 Employees (India),3.9,255,17 years old
1897,Madina Group,Private,Doha + 18 more,201-500 Employees (India),4.5,255,25 years old
1898,Global Autotech,Private,"Greater Noida,Uttar Pradesh + 9 more",201-500 Employees (India),3.8,255,17 years old
1899,Carrier,Private,Florida + 33 more,1k-5k Employees (India),4.0,255,107 years old
1900,RSB Transmission...,Pune + 14 more,48 years old,,3.8,255,1k-5k Employees (India)
1901,Vatika Group,Private,Gurgaon + 11 more,1k-5k Employees (Global),4.2,255,36 years old
1902,Xchanging,Public,London + 10 more,201-500 Employees (India),3.7,255,24 years old
1903,Vizag Steel,Public,"Visakhapatnam/Vizag,Andhra Pradesh + 15 more",10k-50k Employees (India),4.1,255,51 years old
1904,Majesco,Public,Morristown + 4 more,1k-5k Employees (India),3.7,255,40 years old
1905,Jamna Auto Indus...,Public,"Yamunanagar,Haryana + 26 more",1k-5k Employees (India),3.6,255,68 years old
1906,Zycus Infotech,Private,"Princeton,New Jersey + 4 more",1k-5k Employees (India),3.5,254,25 years old
1907,GD Goenka Public...,Private,"Gurgaon/Gurugram,Haryana + 37 more",201-500 Employees (India),3.7,254,28 years old
1908,Hilex,Private,"Gurgaon/Gurugram,Haryana + 11 more",201-500 Employees (India),3.9,254,76 years old
1909,EXEDY,Private,Keysborough + 14 more,201-500 Employees (India),3.8,254,45 years old
1910,DigiCall Teleser...,Private,"Johannesburg,Vaud + 13 more",501-1k Employees (India),3.7,254,27 years old
1911,Maxgen Technolog...,Private,"Mumbai,Maharashtra + 5 more",201-500 Employees (India),4.5,254,9 years old
1912,You Broadband,Public,"Mumbai,Maharashtra + 24 more",1k-5k Employees (India),4.0,254,21 years old
1913,Citigroup,Private,"New York City,New York + 33 more",10k-50k Employees (India),4.0,1.2k,210 years old
1914,Black Knight,Private,"Jacksonville,Florida + 2 more",501-1k Employees (India),3.4,253,8 years old
1915,DST Systems,Private,"Windsor,Connecticut + 4 more",1k-5k Employees (India),3.9,253,53 years old
1916,Kirloskar Toyota...,Private,"Bangalore/Bengaluru,Karnataka + 6 more",201-500 Employees (India),4.4,253,27 years old
1917,SHARE Microfin,Private,"Hyderabad/Secunderabad,Telangana + 94 more",501-1k Employees (India),4.3,253,33 years old
1918,Eurokids,Private,"Mumbai,Maharashtra + 46 more",501-1k Employees (India),4.2,253,21 years old
1919,Danfoss Industri...,Private,"Nordborg,Als + 14 more",1k-5k Employees (India),4.2,253,29 years old
1920,MEDALL,Private,"Chennai,Tamil Nadu + 38 more",1k-5k Employees (India),3.5,253,28 years old
1921,MITS GLOBAL CONS...,Mumbai + 7 more,5k-10k Employees (India),,4.7,253,
1922,JBS Enterprises,Private,"Mumbai,Maharashtra + 42 more",51-200 Employees (India),3.6,253,35 years old
1923,Reliance Home Fi...,Public,"Mumbai,Maharashtra + 45 more",501-1k Employees (India),4.6,252,14 years old
1924,Akumentis Health...,Private,Thane + 34 more,1k-5k Employees (India),3.4,252,12 years old
1925,Capital Foods,Private,Mumbai + 40 more,1k-5k Employees (India),4.0,252,26 years old
1926,Greet Technologi...,Private,"Bangalore/Bengaluru,Karnataka + 4 more",51-200 Employees (India),3.0,252,31 years old
1927,Escon Elevators,Private,"Navi Mumbai,Maharashtra + 12 more",51-200 Employees (India),3.6,252,32 years old
1928,Nash Industries,Private,"Bangalore/Bengaluru,Karnataka + 8 more",501-1k Employees (India),3.9,251,51 years old
1929,CodeClouds,Private,"Pipitea,Wellington + 4 more",201-500 Employees (India),4.8,251,13 years old
1930,JM Financial,Public,"Mumbai,Maharashtra + 43 more",1k-5k Employees (India),4.2,251,38 years old
1931,HomeLane,Private,"Bangalore,Karnataka + 18 more",501-1k Employees (India),3.8,251,8 years old
1932,V-Xpress,Private,"Chembur,Maharashtra + 56 more",501-1k Employees (India),4.3,251,20 years old
1933,Radico Khaitan,Public,"Delhi/NCR,Delhi + 42 more",201-500 Employees (India),4.0,251,79 years old
1934,Ben Franklin Opt...,Private,"Hyderabad/Secunderabad,Telangana + 74 more",201-500 Employees (India),4.2,251,14 years old
1935,Siemens Energy,Private,Munich + 18 more,1k-5k Employees (India),4.2,1.4k,175 years old
1936,EID Parry (India...,Public,"Chennai,Tamil Nadu + 26 more",1k-5k Employees (India),4.3,262,234 years old
1937,Broadcom,Private,"San Jose,California + 3 more",1k-5k Employees (India),3.4,259,46 years old
1938,Yokohama,Private,Tokyo + 28 more,1k-5k Employees (India),4.0,250,105 years old
1939,Brembo Brake Ind...,Private,Stezzano + 8 more,201-500 Employees (India),4.1,250,17 years old
1940,Emerson Network ...,Public,"St. Louis,Missouri + 36 more",1k-5k Employees (India),4.1,250,132 years old
1941,FOCUS EDUMATICS,Private,"Bangalore/Bengaluru,Karnataka + 5 more",5k-10k Employees (India),3.8,250,23 years old
1942,Bharat Fritz Wer...,Private,"Bangalore/Bengaluru,Karnataka + 9 more",501-1k Employees (India),4.0,250,61 years old
1943,Apollo Health an...,Private,"Hyderabad/Secunderabad,Telangana + 35 more",501-1k Employees (India),4.2,250,20 years old
1944,Shivalik Small F...,Private,"Noida,Uttar Pradesh + 21 more",201-500 Employees (India),3.9,250,25 years old
1945,Penna Cement Ind...,Private,"Hyderabad/Secunderabad,Telangana + 31 more",1k-5k Employees (India),4.3,250,31 years old
1946,Consolidated Con...,Public,"Chennai,Tamil Nadu + 25 more",501-1k Employees (India),4.3,250,25 years old
1947,Satya MicroCapit...,Public,"Delhi,NCT + 75 more",1k-5k Employees (India),4.0,250,6 years old
1948,1 India Family M...,Private,"Gurgaon,Haryana + 47 more",201-500 Employees (India),3.9,250,10 years old
1949,Visaka Industrie...,Public,"Hyderabad/Secunderabad,Telangana + 33 more",1k-5k Employees (India),4.2,250,41 years old
1950,Eicher Motors,Public,Gurgaon + 51 more,10k-50k Employees (India),4.2,2.5k,40 years old
1951,Siti Networks,Public,Noida + 43 more,201-500 Employees (India),4.1,249,28 years old
